index,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1434,5/12/15,Ananta Bijoy Das,Male,Bangladesh,Freelance,Bangladesh,"Print, Internet","Internet Reporter, Print Reporter","Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1435,5/20/15,Pow James Raeth,,South Sudan,Radio Tamazuj,South Sudan,,,,,,,,,,,,,,,,,,,,
1436,5/21/15,Abdullah Qabil,Male,Yemen,"Yemen Youth TV, Belqees TV",Yemen,Television,Broadcast,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,No,,,,,,,,,
1437,5/21/15,Youssef al-Ayzari,Male,Yemen,Suhail TV,Yemen,Television,Broadcast,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,No,,,,,,,,,
1438,5/31/15,Ammar al-Shami,Male,Syria,Qasioun News ,Syria,Internet,Photographer,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1439,6/8/15,Jagendra Singh,Male,India,Freelance,India,"Print, Internet",Internet Reporter,"Corruption, Crime, Politics",Yes,Local,Government Officials,Murder,Yes,No,No,Yes,,,,,,,,,
1440,6/14/15,_ukasz Masiak,Male,Poland,Nasza M_awa,Poland ,Internet,"Editor, Internet Reporter","Corruption, Crime",No,Local,Local Residents,Murder,Yes,No,Yes,No,,,,,,,,,
1441,6/26/15,Mohammed al-Asfar,Male,Syria,Al-Jazeera,Syria,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1442,7/4/15,Akshay Singh,,India,Aaj Tak,India,,,,,,,,,,,,,,,,,,,,
1443,7/15/15,Jalaa al-Abadi,Male,Iraq,Nineveh Reporters Network,Iraq,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,No,,,,,,,,,
1444,7/27/15,Thaer al-Ajlani,Male,Syria,Sham FM; al-Watan,Syria,"Print, Radio, Television","Broadcast, Camera Operator, Print Reporter",War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1445,7/31/15,Rub_n Espinosa Becerril,Male,Mexico,"Proceso, AVC Noticias, Cuartoscuro",Mexico,Print,Photographer,"Culture, Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,Yes,,,,,,,,,
1446,Aug-15,Adel Sayegh ,Male,Iraq,Salaheddin TV,Iraqi,Television,"Camera Operator, Photographer","Politics, War",No,Local,Political Group,Murder,Yes,Yes,,,,,,,,,,,
1447,8/6/15,Gleydson Carvalho,Male,Brazil,Radio Liberdade FM 90.3,Brazil,Radio,Broadcast,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,Yes,No,,,,,,,,,
1448,8/7/15,Niloy Neel,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1449,8/19/15,Teodoro Escanilla,,Philippines,DZMS Radio,Philippines,,,,,,,,,,,,,,,,,,,,
1450,8/19/15,Gregorio Ybanez,,Philippines,Kabuhayan News Service,Philippines,,,,,,,,,,,,,,,,,,,,
1451,8/19/15,Peter Julius Moi,,South Sudan,Freelance,South Sudan,,,,,,,,,,,,,,,,,,,,
1452,8/26/15,Adam Ward,Male,USA,WDBJ7,USA,Television,Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Local Residents,Dangerous Assignment,,,,,,,,,,,,,
1453,8/26/15,Alison Parker,Female,USA,WDBJ7,USA,Television,Broadcast,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Local Residents,Dangerous Assignment,,,,,,,,,,,,,
1454,8/27/15,Cosme Maestrado,,Philippines,DXOC Radio,Philippines,,,,,,,,,,,,,,,,,,,,
1455,8/28/15,Paulo Machava ,,Mozambique,Diario de Noticias,Mozambique,,,,,,,,,,,,,,,,,,,,
1456,9/8/15,Arshad Ali Jafri,,Pakistan,Geo TV,Pakistan,,,,,,,,,,,,,,,,,,,,
1457,9/10/15,George Abanga,Male,Ghana,"Success FM, Peace FM",Ghana,Radio,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1458,9/12/15,Yahya Abdul Hamid,Male,Iraq,Radio Rasheed,Iraqi,Radio,Editor,"Corruption, Crime, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,No,,,,,,,,,
1459,9/17/15,Bilal Sharaf al-Deen,Male,Yemen,Al-Masirah TV,Yemen,Television,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1460,9/26/15,Obada Ghazal,Male,Syria,SMART News Agency,Syria ,Television,"Camera Operator, Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1461,10/3/15,Hemant Yadav,,India,TV24,,,,,,,,,,,,,,,,,,,,,
1462,10/13/15,Christophe Nkezabahizi,,Burundi,Radio Television Nationale du Burundi ,Burundi,,,,,,,,,,,,,,,,,,,,
1463,10/23/15,Wasem Aledel,Male,Syria,Maarat Media Center,Syrian,"Television, Internet","Camera Operator, Photographer, Internet Reporter","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1464,10/27/15,Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Male,Syria,Shahba Press Agency,Syrian,Internet,"Broadcast, Camera Operator, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1465,10/30/15,Fares Hamadi,Male,Turkey,Eye on the Homeland,Syrian,"Print, Internet",Producer,"Corruption, Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1466,10/30/15,Ibrahim Abd al-Qader,Male,Turkey,"Eye on the Homeland, Raqqa is Being Slaughtered Silently",Syrian,"Print, Internet",Editor,"Corruption, Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1467,10/31/15,Faisal Arefin Dipan,Male,Bangladesh,Jagriti Prokashoni ,Bangladesh,Print,Publisher,,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1468,10/31/15,Jose Bernardo,,Philippines,DWBL and DWIZ Radio; Bandera Pilipino,,,,,,,,,,,,,,,,,,,,,
1469,11/1/15,Mustaf Abdi Noor ,Male,Somalia,Freelance ,Somalia,"Television, Internet","Camera Operator, Photographer","Politics, War",Yes,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1470,11/3/15,Batoul Mokhles al-Warrar,Female,Syria,Noor al-Sham; Radio Damascus,Syria,"Radio, Television",Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1471,11/3/15,Zaman Mehsud,Male,Pakistan,"Daily Ummat, Daily Nai Baat",Pakistan,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1472,11/6/15,Ahmed Abu al-Hamza,Male,Syria,"SMART News Agency, Hama Media Center",Syria,Internet,"Camera Operator, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1473,11/13/15,Guillaume Barreau-Decherf,Male,France,Freelance ,France,Print,Print Reporter,Culture,Yes,Local,Political Group,Dangerous Assignment,,,,,,,,,,,,,
1474,12/3/15,Hindia Haji Mohamed,Female,Somalia,"Radio Mogadishu, Somali National TV",Somalia,"Radio, Television","Broadcast, Producer","Politics, War",No,Local,Political Group,Murder,No,No,No,No,,,,,,,,,
1475,12/7/15,Zakaria Ibrahim,Male,Syria,Al-Jazeera,Syrian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1476,12/16/15,Ahmed Mohamed al-Mousa,Male,Syria,Raqqa is Being Slaughtered Silently ,Syria,Internet,Editor,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1477,12/24/15,Mashiur Rahman Utsho,,Bangladesh,Juger Alo,Bangladesh,,,,,,,,,,,,,,,,,,,,
1478,12/27/15,Naji Jerf,Male,Turkey,"Hentah, Raqqa is Being Slaughtered Silently",Syria,Internet,"Editor, Producer","Human Rights, Politics",No,Foreign,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1479,1/12/16,Hassan al-Anbaki,Male,Iraq,Al-Sharqiya,Iraq ,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,No,No,No,,,,,,,,,
1480,1/12/16,Saif Talal,Male,Iraq,Al-Sharqiya ,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1481,1/16/16,Muhammad Umar ,,Pakistan,Daily Dera News,Pakistan,,,,,,,,,,,,,,,,,,,,
1482,1/17/16,Almigdad Mojalli,Male,Yemen,Freelance,Yemeni,"Print, Internet","Broadcast, Print Reporter","Culture, Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,,No,,,,,,,,,
1483,1/22/16,Hashim al-Hamran,Male,Yemen,Al-Masirah TV,Yemeni,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1484,1/29/16,Mohammad Zubair Khaksar,,Afghanistan,Nangarhar Radio and Television ,Afghan,,,,,,,,,,,,,,,,,,,,
1485,2/5/16,El-Hadj Mohamed Diallo ,Male,Guinea,"Guin_e7, Afrik",Guinea,Internet,Internet Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1486,2/13/16,Karun Misra,Male,India,Jansandesh Times,Indian,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,"Criminal Group, Local Residents",Murder,Yes,No,No,No,,,,,,,,,
1487,2/16/16,Ahmed al-Shaibani,Male,Yemen,"Yaman News, Yemen TV",Yemeni,"Television, Internet","Camera Operator, Photographer, Internet Reporter",War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1488,2/16/16,Elvis Banggoy Ordaniza,,Philippines,dxWO FM,Philippines,,,,,,,,,,,,,,,,,,,,
1489,2/19/16,Majid Dirani,Male,Syria,Freelance,Syrian,Internet,"Camera Operator, Internet Reporter",War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1490,2/20/16,Mois_s Dagdug Lutzow,,Mexico,Grupo VX,Mexican,,,,,,,,,,,,,,,,,,,,
1491,3/21/16,Mohammed Ghalib al-Majidi,Male,Yemen,Freelance,Yemeni,Internet,"Camera Operator, Photographer, Internet Reporter","Human Rights, Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1492,4/12/16,Zaher al-Shurqat,Male,Turkey,Aleppo Today,Syrian,Internet,Broadcast,War,No,Foreign,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1493,5/12/16,Akhilesh Pratap,,India,Taaza TV,Indian,,,,,,,,,,,,,,,,,,,,
1494,5/13/16,Rajdev Ranjan,Male,India,Hindustan,Indian,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,No,,,,,,,,,
1495,5/20/16,Alaa Qassem Mohan,,Iraq,Al-Ahed Radio,Iraqi,,,,,,,,,,,,,,,,,,,,
1496,6/5/16,David Gilkey,Male,Afghanistan,National Public Radio,American,"Radio, Internet",Photographer,"Politics, War",No,Foreign,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1497,6/5/16,Zabihullah Tamanna,Male,Afghanistan,National Public Radio,Afghan,"Print, Radio, Internet",Producer,"Culture, Human Rights, Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1498,6/5/16,Osama Jumaa,Male,Syria,Images Live,Syrian,"Television, Internet","Camera Operator, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1499,6/5/16,Sagal Salad Osman,Female,Somalia,Radio Mogadishu,Somali,Radio,Broadcast,Culture,No,Local,Political Group,Murder,Yes,,,,,,,,,,,,
1500,6/21/16,Abdul Wahed Abdul Ghany,,Syria,Anadan Media Center,,,,,,,,,,,,,,,,,,,,,
1501,6/24/16,Khaled al-Zintani ,Male,Libya,Freelance ,Libyan ,"Television, Internet",Photographer,War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1502,6/25/16,Khaled Eissa ,Male,Syria,Freelance,Syrian,"Television, Internet","Camera Operator, Photographer","Human Rights, War",Yes,Local,Unknown Fire,Murder,Yes,No,No,No,,,,,,,,,
1503,7/11/16,Ibrahim Omar,Male,Syria,Al Jazeera,Syrian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1504,7/13/16,Ali Mahmud,Male,Iraq,Al-Ghadeer TV,Iraqi,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1505,7/14/16,Abdullah Mohammad Ghannam,Male,Syria,Shahba Press Agency,Syrian,Internet,"Photographer, Internet Reporter","Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1506,7/20/16,Pavel Sheremet,Male,Ukraine,"Ukrainska Pravda, Radio Vesti",Russian,"Radio, Internet","Broadcast, Internet Reporter","Corruption, Crime, Politics",No,Foreign,Unknown Fire,Murder,Yes,No,Yes,No,,,,,,,,,
1507,7/20/16,Pedro Tamayo Rosas,,Mexico,Freelance,Mexican,,,,,,,,,,,,,,,,,,,,
1508,7/21/16,Abdelqadir Fassouk,Male,Libya,Arraed Satellite TV,Libyan,"Print, Television","Camera Operator, Photographer",War,No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1509,8/1/16,Mohammed Sayyed Hassan,Male,Syria,"All4Syria, Al-Nabaa Media Center",Syrian,Internet,"Photographer, Editor, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1510,8/2/16,Ahmad Hallak,Male,Syria,Al-Buraq Media Institution,Syrian,Internet,"Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1511,8/5/16,Mubarak al-Abadi,Male,Yemen,Nabaa Media Foundation,Yemeni,Television,"Broadcast, Camera Operator, Photographer, Producer","Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1512,8/8/16,Shehzad Ahmed,Male,Pakistan,Aaj News,Pakistani,Television,Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1513,8/8/16,Mehmood Khan,Male,Pakistan,DawnNews,Pakistani,"Television, Internet",Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,No,,,,,,,,,
1514,8/13/16,Widad Hussein,,Iraq,Roj News,Iraqi,,,,,,,,,,,,,,,,,,,,
1515,8/14/16,Mustafa Said,Male,Iraq,Kurdistan TV,Iraqi,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1516,8/20/16,Ali Ghani,Male,Iraq,Al-Ahad TV,Iraqi,Television,Technician,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,No,,,,,,,,,
1517,8/22/16,Kishore Dave,,India,Jai Hind,Indian,,,,,,,,,,,,,,,,,,,,
1518,8/27/16,Taha Shawkat Al-Halou,Male,Syria,Freelance,Syrian,Internet,"Photographer, Internet Reporter",War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1519,9/27/16,Abdiaziz Ali,Male,Somalia,Radio Shabelle,Somali,Radio,Broadcast,"Corruption, Human Rights, War",No,Local,Political Group,Murder,Yes,No,,,,,,,,,,,
1520,10/2/16,Jeroen Oerlemans ,Male,Libya,Freelance,Netherlands,"Print, Internet",Photographer,"Politics, War",Yes,Foreign,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1521,10/16/16,Yaqoub Sharafat ,,Afghanistan,Radio Television Afghanistan ,Afghan,,,,,,,,,,,,,,,,,,,,
1522,10/22/16,Ali Risan,Male,Iraq,Al-Sumaria TV,Iraqi,"Television, Internet",Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1523,10/31/16,Abdul Salam Kanaan,Male,Syria,Al-Jisr TV,Syrian,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,,,,,,,,,,
1524,11/4/16,Naimatullah Zaheer,Male,Afghanistan,Ariana News,Afghan,Television,Broadcast,"Culture, Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1525,11/6/16,Mahad Ali Mohamed ,Male,Somalia,Codka Mudug Radio,Somali,Radio,Broadcast,War,No,Local,Paramilitary Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1526,11/12/16,Mohsen Khazaei,Male,Syria,Islamic Republic of Iran Broadcasting,Iranian,Television,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1527,11/12/16,Dharmendra Singh,,India,Dainik Bhaskar,Indian,,,,,,,,,,,,,,,,,,,,
1528,11/15/16,Marcel Lubala ,,Democratic Republic of the Congo,Radio T_l_vision nationale congolaise,Congolese,,,,,,,,,,,,,,,,,,,,
1529,11/18/16,Awab al-Zubiry,Male,Yemen,,Yemeni,Internet,"Camera Operator, Photographer","Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,,,,,,,,,,,,
1530,12/6/16,Mohammed Thabet al-Obeidi,,Iraq,Radio Baba Gurgur,Iraqi,,,,,,,,,,,,,,,,,,,,
1531,12/13/16,Soe Moe Tun ,Male,Myanmar,Daily Eleven,Myanmar,Print,Print Reporter,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,,,,,,,,,,,,
1532,12/15/16,Mohammad Nasir Mudasir ,Male,Afghanistan,Melli Paigham Radio,Afghan,Radio,Editor,,No,Local,Political Group,Murder,Yes,No,Yes,No,,,,,,,,,
1533,12/20/16,Larry Que,,Philippines,Catanduanes News Now,The Philippines,,,,,,,,,,,,,,,,,,,,
1534,1/12/17,Muhammad Jan,Male,Pakistan,Qudrat,Pakistan,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1535,2/3/17,Abdul Hakim Shimul,Male,Bangladesh,Samakal,Bangladesh,Print,Print Reporter,Politics,No,Local,Government Officials,Dangerous Assignment,na,na,na,na,,,,,,,,,
1536,2/14/17,Luis Manuel Medina,Male,Dominican Republic,Fm 103.5,Dominican Republic,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1537,2/25/17,Shifa Zikri Ibrahim (Shifa Gardi),Male,Iraq,Rudaw tv,Iraq,Television,Broadcast Reporter,War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1538,3/2/17,Cecilio Pineda Birto,Male,Mexico,Freelance,Mexico,"Print, Internet","Internet Reporter, Print Reporter","Crime, Corruption",Yes,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1539,3/12/17,Mohamed Abazied (George Samara),Male,Syria,Nabd syria satellite station/ syria media organization (smo),Syria,"Television, Internet",Broadcast Reporter,War,No,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
1540,3/13/17,Joaquin Briones,Male,Philippines,Remate,Philippines,Print,Print Reporter,"Crime, Politics",No,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1541,3/23/17,Miroslava Breach Velducea,Female,Mexico,La jornada,Mexico,"Print, Internet","Print Reporter, Internet Reporter","Crime, Politics",No,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1542,4/19/17,Nikolai Andrushchenko,Male,Russia,Novy peterburg,Russia,"Print, Internet","Internet Reporter, Print Reporter","Corruption, Politics",No,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1543,5/4/17,Alaa Kraym (Mohammed al-Qabouni),Male,Syria,Qaboun media center,Syria,Internet,"Camera Operator, Photographer, Internet Reporter","War, Human Rights",Yes,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
1544,5/24/17,Dmitry Popkov,Male,Russia,Ton-m,Russia,"Print, Internet","Editor, Print Reporter","Corruption, Politics",No,Local,Government Officials,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1545,5/31/17,Habibollah Hosseinzadeh,Male,Afghanistan,Press tv,Afghanistan,Television,Camera Operator,War,No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
1546,6/1/17,Salvador Adame Pardo,Male,Mexico,6tv,Mexico,Television,"Broadcast Reporter, Publisher/Owner","Corruption, Politics",No,Local,"Criminal Group, Government Officials",Murder,Complete Impunity,Yes,No,No,,,,,,,,,
1547,6/11/17,Bakhsheesh Elahi,Male,Pakistan,K2,Pakistan,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1548,6/19/17,Stephane Villeneuve,Male,Iraq,#5bisproduction,Iraq,"Television, Internet",Camera Operator,War,Yes,Foreign,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1549,7/7/17,Harb Hazzah al-Duleimi,Male,Iraq,Hona salaheddin,Iraq,Television,Broadcast Reporter,"Culture, Human Rights, Politics, War, Sports",No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1550,7/7/17,Sudad Faris,Male,Iraq,Salaheddin tv,Iraq,Television,"Camera Operator, Producer","Corruption, Culture, Human Rights, War",No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1551,7/9/17,Edwin Rivera Paz,Male,Mexico,Freelance,Mexico,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
1552,7/30/17,Khaled al-Khateb,Male,Syria,Rt,Syria,Television,"Broadcast Reporter, Camera Operator",War,Yes,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1553,8/7/17,Leonardo Diaz,Male,Philippines,"Sapol, Balita, Radio mindanao network",Philippines,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1554,8/10/17,Kim Wall,Female,Denmark,Freelance,Denmark,Print,Print Reporter,"Culture, Human Rights, Politics",Yes,Foreign,Local Residents,Dangerous Assignment,na,na,na,na,,,,,,,,,
1555,8/21/17,Osama Nasr al-Zoabi,Male,Syria,Syrian media organization (smo),Syria,"Internet, Television","Broadcast Reporter, Camera Operator",War,No,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
1556,8/26/17,Christopher Allen,Male,South Sudan,Freelance,South Sudan,"Photographer, Internet Reporter, Print Reporter","Print, Internet","War, Corruption, Politics",Yes,Foreign,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
1557,9/5/17,Gauri Lankesh,Female,India,Gauri lankesh patrike,India,"Print, Internet","Publisher / Owner, Columnist / Commentator","Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Complete Impunity,na,na,na,,,,,,,,,
1558,9/13/17,Abdullahi Osman Moalim,Male,Somalia,"Jubbaland tv, Codka hiraan",Somalia,"Radio, Television",Broadcast reporter,Politics,no,Local,Political Group,Murder,Complete Impunity,No,No,No,,,,,,,,,
1559,9/13/17,Carlos William Flores,Male,Honduras,Canal 22,Honduras,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
1560,9/20/17,Shantanu Bhowmik,Male,India,Dinraat,India,Television,Broadcast Reporter,Politics,No,Local,Mob Violence,Dangerous Assignment,na,na,na,na,,,,,,,,,
1561,10/1/17,Louay Sadiq Meshaal,Male,Iraq,Al-nujaba tv,Iraq,"Internet, Television","Photographer, Camera Operator",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1562,10/10/17,Mohammad Milad,Male,Syria,Sana (syrian arab news agency),Syria,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1563,10/12/17,Dilshan Ibash,Female,Syria,Hawar news agency (anha),Syria,"Television, Internet","Broadcast Reporter, Internet Reporter",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1564,10/13/17,Hawker Faisal Mohammed,Male,Syria,Hawar news agency (anha),Syria,"Television, Internet","Broadcast Reporter, Camera Operator",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
1565,10/14/17,Ali Nur Siad,Male,Somalia,Voice of america,Somalia,Television,Camera Operator,"Politics, Culture, Human Rights, Sports, Business",Yes,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
1566,10/16/17,Daphne Caruana Galizia,Female,Malta,Running commentary,Malta,Internet,Internet Reporter,"Business, Corruption, Crime, Human Rights, Politics",Yes,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1567,10/21/17,Rajesh Mishra,Male,India,Hindustan,India,Print,Print Reporter,"Corruption, Crime",Yes,Local,Criminal Group,Murder,Complete Impunity,No,No,No,,,,,,,,,
